UserId,No Of Abuse Report,No Of Rejected Friend Requests,No Of Friend Requests Thar Are Not Accepted,No Of Friends,No Of Followers,No Of Likes To Unknown Account,No Of Comments Per Day,Fake Or Not Category
7946,840,944,601,439,916,789,904,1
7947,248,941,696,480,916,617,805,1
7948,414,221,660,929,438,317,207,0
7949,985,495,949,381,626,195,455,0
7950,514,680,628,432,295,196,811,1
7951,971,112,695,334,138,778,297,1
7952,654,283,735,647,906,516,461,1
7953,231,122,246,585,388,721,155,1
7954,352,35,371,570,553,271,538,0
7955,405,194,434,383,429,994,863,1
7956,365,68,469,740,733,269,867,0
7957,438,919,241,797,868,382,267,0
7958,868,425,316,928,761,27,837,1
7959,150,74,332,839,526,590,304,1
7960,211,35,721,450,296,722,949,1
7961,922,860,629,444,500,380,101,0
7962,356,401,106,82,116,251,691,1
7963,935,991,806,486,298,709,534,0
7964,653,423,414,891,26,198,719,0
7965,92,828,169,166,640,33,781,0
7966,13,52,933,573,640,375,948,1
7967,277,916,332,798,574,225,151,1
7968,612,227,243,610,653,462,984,1
7969,12,707,1,891,291,72,27,0
7970,568,301,451,388,934,375,854,0
7971,310,425,825,15,206,940,828,1
7972,993,2,916,440,387,36,731,0
7973,960,2,751,281,549,761,696,0
7974,989,560,612,265,270,42,345,1
7975,754,30,588,582,393,180,316,0
7976,471,968,877,907,15,722,165,1
7977,166,445,625,560,204,597,750,1
7978,764,38,220,97,782,25,704,0
7979,898,701,406,684,554,102,118,0
7980,551,707,395,360,317,236,73,0
7981,539,143,468,238,198,629,437,1
7982,175,523,410,514,46,114,677,1
7983,291,504,751,311,332,42,78,1
7984,425,206,165,137,189,814,900,1
7985,37,775,334,19,224,307,215,0
7986,519,449,2,126,314,4,612,0
7987,60,385,915,249,575,797,117,0
7988,205,537,60,79,886,579,986,0
7989,432,765,269,111,462,936,275,0
7990,923,404,858,898,62,814,503,1
7991,888,928,257,461,915,984,902,1
7992,502,739,139,230,112,262,209,0
7993,370,134,943,889,156,208,574,0
7994,559,284,16,316,214,450,587,1
7995,100,385,744,941,295,992,200,0
7996,44,540,185,429,455,610,863,1
7997,979,297,78,17,323,381,451,1
7998,981,66,451,24,937,71,468,1
7999,664,923,766,893,438,734,129,1
8000,746,750,228,837,750,329,712,0
8001,560,848,511,756,601,355,343,1
8002,5,583,579,289,156,661,326,0
8003,205,474,610,456,37,654,291,0
8004,603,434,227,270,57,466,216,0
8005,999,14,467,521,427,481,588,1
8006,87,817,506,812,677,235,619,0
8007,306,372,900,274,272,32,30,1
8008,135,871,77,969,477,591,649,0
8009,751,865,270,277,302,921,735,0
8010,825,689,761,445,401,194,301,1
8011,744,992,447,671,122,628,53,1
8012,211,728,478,264,995,653,853,0
8013,516,768,469,816,476,495,648,0
8014,788,47,135,561,903,66,230,1
8015,454,196,796,381,557,334,315,1
8016,616,221,278,724,572,641,620,1
8017,848,400,189,994,274,636,670,0
8018,37,110,830,900,929,321,337,0
8019,704,564,856,198,374,29,647,1
8020,188,106,8,566,69,556,11,0
8021,505,854,304,215,103,144,972,1
8022,537,875,22,456,761,698,277,0
8023,121,970,625,106,232,389,577,1
8024,546,333,800,647,915,326,864,1
8025,640,648,469,503,102,805,805,0
8026,588,141,966,759,528,300,38,1
8027,522,447,359,158,428,212,945,1
8028,39,857,868,341,412,125,801,0
8029,377,964,571,405,632,889,436,0
8030,379,679,373,926,501,99,739,1
8031,264,178,533,20,580,738,307,1
8032,454,741,226,2,502,307,269,0
8033,814,725,632,799,104,928,575,1
8034,55,248,712,249,639,618,856,0
8035,91,396,900,927,558,230,589,1
8036,795,182,693,914,157,56,172,0
8037,57,873,836,343,965,636,618,1
8038,576,954,692,891,863,119,588,1
8039,649,664,544,152,151,984,545,0
8040,495,486,654,937,818,278,801,0
8041,459,893,751,782,14,610,703,0
8042,106,34,712,454,141,480,762,1
8043,805,283,107,45,56,87,447,0
8044,634,592,732,312,150,333,600,1
8045,423,923,809,832,854,317,166,0
8046,764,233,465,804,893,618,693,1
8047,777,496,933,91,983,914,304,0
8048,180,428,290,584,217,14,700,1
8049,367,830,587,296,28,322,252,1
8050,649,4,652,825,103,801,962,1
8051,492,691,136,978,85,761,352,1
8052,731,634,820,678,40,774,847,1
8053,959,497,85,834,517,917,294,0
8054,48,854,824,588,28,370,28,1
8055,327,474,210,259,184,275,153,1
8056,280,799,470,311,425,66,283,1
8057,298,890,266,676,885,371,278,0
8058,992,655,836,252,311,633,942,0
8059,631,421,551,719,13,459,226,0
8060,388,332,282,797,838,834,353,0
8061,334,844,453,635,550,789,791,1
8062,788,49,529,777,2,923,552,1
8063,872,725,750,144,503,95,812,1
8064,24,615,698,484,524,342,265,0
8065,519,43,18,909,299,583,855,1
8066,259,2,748,992,251,782,545,1
8067,99,365,251,409,648,81,333,1
8068,438,464,132,365,826,888,612,0
8069,728,894,212,275,929,210,310,1
8070,374,988,15,701,278,376,477,0
8071,876,409,889,962,665,94,242,1
8072,461,187,813,861,768,225,766,1
8073,899,288,933,843,21,749,555,0
8074,188,332,919,241,77,461,650,1
8075,181,90,660,369,30,513,640,1
8076,787,401,762,453,557,682,182,1
8077,937,867,89,644,752,132,530,1
8078,472,754,933,822,596,869,236,1
8079,789,118,371,91,547,774,510,1
8080,494,654,374,934,324,600,626,0
8081,979,668,332,163,934,473,232,0
8082,716,969,904,89,941,890,600,0
8083,906,696,663,318,360,906,22,0
8084,898,120,730,88,584,439,47,0
8085,136,512,104,647,14,681,320,1
8086,71,242,233,400,964,254,209,0
8087,773,917,125,84,863,851,890,0
8088,901,212,720,255,189,222,213,0
8089,666,974,438,531,134,552,650,0
8090,649,87,5,203,164,124,294,0
8091,158,87,635,907,383,48,426,1
8092,95,398,240,450,208,936,976,1
8093,23,216,434,231,799,921,366,1
8094,661,940,189,185,345,515,59,1
8095,951,87,316,208,816,829,730,0
8096,7,297,84,700,546,725,908,0
8097,579,55,10,357,933,726,671,1
8098,134,107,29,644,307,792,947,0
8099,871,375,269,554,889,16,684,1
8100,197,116,603,749,348,455,993,0
8101,247,616,179,49,451,10,788,0
8102,843,572,737,129,386,340,310,1
8103,30,554,39,161,734,826,380,0
8104,31,897,228,880,267,968,213,0
8105,435,472,537,388,530,343,129,1
8106,832,446,244,937,799,615,252,0
8107,567,753,441,75,16,531,88,1
8108,557,230,587,479,39,737,446,0
8109,49,593,433,790,752,680,306,0
8110,256,83,855,424,810,38,917,0
8111,131,311,832,793,400,232,797,0
8112,649,576,600,760,230,480,218,1
8113,937,412,262,459,81,309,749,1
8114,386,272,342,893,605,845,658,0
8115,981,594,501,367,533,872,306,1
8116,715,552,111,795,558,328,547,1
8117,408,655,490,827,842,807,994,0
8118,860,484,429,259,690,526,437,1
8119,712,734,449,387,94,130,960,0
8120,290,806,221,607,671,391,146,1
8121,423,333,617,934,649,981,417,1
8122,475,105,175,138,736,565,760,1
8123,674,616,319,396,572,567,340,1
8124,868,779,894,147,24,323,674,0
8125,880,998,829,638,775,587,27,1
8126,436,987,679,420,968,219,730,1
8127,664,995,648,116,836,765,252,0
8128,367,490,445,654,166,594,719,1
8129,590,606,940,833,148,899,189,1
8130,102,811,153,689,387,350,595,1
8131,401,315,899,536,813,371,732,1
8132,335,193,563,654,584,995,881,0
8133,513,204,188,168,768,813,146,0
8134,687,456,146,870,104,640,895,1
8135,801,35,815,171,599,622,138,0
8136,83,528,887,208,211,673,408,0
8137,76,169,168,576,18,845,446,0
8138,269,316,762,806,74,994,818,0
8139,457,502,90,822,722,590,91,1
8140,659,101,928,20,508,19,518,0
8141,618,370,661,12,789,982,335,1
8142,871,92,252,755,343,369,557,0
8143,812,463,1,531,266,736,222,0
8144,578,746,297,246,20,621,1,1
8145,909,450,757,114,85,455,615,1
8146,121,980,569,622,163,340,861,1
8147,584,591,119,367,988,995,669,0
8148,9,279,177,899,964,429,995,1
8149,761,698,164,306,979,876,155,1
8150,783,839,38,311,387,119,114,1
8151,301,470,784,962,701,921,976,1
8152,581,524,589,545,621,810,984,1
8153,61,707,896,96,680,800,767,1
8154,338,301,990,776,813,904,427,1
8155,573,598,658,213,150,444,427,0
8156,149,402,683,188,770,698,315,1
8157,421,191,368,176,366,57,216,1
8158,851,578,302,756,493,211,202,0
8159,408,593,976,402,320,789,669,1
8160,610,954,953,820,827,916,64,0
8161,229,504,727,424,617,999,783,1
8162,930,44,334,374,913,12,11,0
8163,470,365,210,361,385,682,326,1
8164,647,383,449,521,824,638,160,1
8165,293,772,569,871,89,799,75,0
8166,26,229,115,602,122,111,42,0
8167,228,565,908,657,299,323,778,0
8168,155,272,903,6,78,179,816,1
8169,363,567,38,954,78,414,53,0
8170,855,682,717,83,725,728,467,1
8171,867,362,576,542,711,596,334,0
8172,637,327,172,62,721,884,54,1
8173,49,877,427,508,323,883,279,1
8174,439,708,455,369,706,104,783,0
8175,959,349,999,347,268,628,565,0
8176,421,18,494,259,141,457,127,0
8177,556,697,123,680,113,838,966,1
8178,877,181,789,553,609,457,391,1
8179,101,322,161,434,527,875,322,1
8180,584,580,131,624,104,66,976,1
8181,677,19,319,339,605,944,198,1
8182,612,822,356,480,836,502,680,0
8183,55,815,910,263,24,873,314,0
8184,470,706,115,713,154,992,224,0
8185,864,666,653,28,837,954,644,0
8186,844,756,477,819,307,168,271,0
8187,513,775,3,127,387,386,996,0
8188,533,432,815,603,636,795,132,0
8189,70,840,782,90,260,782,468,1
8190,373,894,995,40,910,315,600,1
8191,161,16,941,336,952,716,492,1
8192,685,653,272,365,537,975,83,1
8193,454,865,293,464,630,181,455,0
8194,666,52,974,532,617,496,651,1
8195,567,615,473,40,482,661,471,0
8196,533,495,415,771,629,261,39,1
8197,372,637,704,419,844,379,516,1
8198,644,817,947,877,744,372,812,1
8199,18,52,574,628,378,556,878,1
8200,442,118,479,364,352,503,232,1
8201,719,310,362,306,592,16,704,0
8202,350,383,567,504,857,45,861,1
8203,607,805,94,195,993,354,795,0
8204,909,923,952,832,361,631,765,1
8205,448,858,679,978,501,551,667,1
8206,947,554,705,344,171,843,487,1
8207,163,591,771,601,579,72,225,1
8208,915,535,938,554,302,689,387,1
8209,573,41,710,7,457,569,471,1
8210,255,478,517,133,249,878,236,1
8211,233,329,965,559,780,673,773,1
8212,516,257,193,474,46,953,926,0
8213,715,155,176,711,888,134,858,0
8214,312,636,234,564,914,637,760,0
8215,392,965,229,958,65,437,502,1
8216,635,269,17,356,52,346,589,0
8217,87,30,689,857,558,883,893,0
8218,880,537,109,360,733,640,280,0
8219,307,946,354,159,758,499,117,0
8220,835,432,596,771,218,270,371,0
8221,461,164,101,726,712,256,123,0
8222,577,280,334,633,652,179,847,1
8223,507,337,311,650,269,57,992,1
8224,629,876,563,596,391,442,667,0
8225,192,40,694,620,671,455,91,1
8226,615,624,425,20,11,135,779,1
8227,137,77,385,154,537,876,10,0
8228,443,339,923,480,605,207,939,0
8229,820,305,640,924,462,841,715,0
8230,237,536,339,791,435,312,783,1
8231,179,918,22,714,145,782,164,1
8232,46,968,936,299,246,341,368,1
8233,515,591,751,322,438,767,212,1
8234,559,740,920,278,993,947,24,0
8235,172,356,338,603,134,238,668,1
8236,768,20,875,648,171,16,28,1
8237,688,421,761,219,836,715,284,0
8238,213,761,341,193,841,397,430,0
8239,368,766,48,951,116,161,439,1
8240,993,48,816,60,400,42,403,1
8241,941,770,412,819,626,777,866,0
8242,258,488,572,664,190,79,348,1
8243,622,128,278,158,31,680,437,1
8244,888,905,627,549,377,722,862,0
8245,665,711,189,580,357,114,968,1
8246,646,366,726,308,406,793,215,0
8247,468,386,756,342,18,231,537,0
8248,808,617,134,680,630,658,466,0
8249,193,707,7,804,480,700,655,0
8250,52,621,955,909,740,436,940,0
8251,108,731,350,117,384,133,159,1
8252,737,408,308,381,634,477,400,1
8253,62,414,282,843,149,749,149,0
8254,906,813,143,302,302,909,704,1
8255,725,120,548,368,399,824,997,0
8256,701,855,28,106,778,542,597,0
8257,636,505,962,646,47,917,745,1
8258,180,572,461,341,588,975,214,0
8259,92,267,434,384,27,298,860,1
8260,845,150,325,755,973,611,612,0
8261,200,226,298,880,129,521,884,1
8262,319,803,186,28,643,685,875,0
8263,553,876,472,339,63,176,239,1
8264,884,622,467,336,884,818,274,0
8265,654,90,798,347,72,957,458,0
8266,163,465,227,299,476,35,878,0
8267,531,357,603,999,221,175,439,0
8268,539,454,699,744,806,364,21,1
8269,516,188,135,803,374,267,538,0
8270,474,901,695,901,269,132,525,1
8271,564,442,397,892,307,188,224,0
8272,901,171,705,682,70,616,268,1
8273,321,716,707,75,509,240,394,1
8274,260,416,960,315,14,587,29,1
8275,898,272,435,433,938,761,992,1
8276,830,279,558,4,631,84,500,1
8277,88,625,976,951,295,377,982,1
8278,356,27,887,453,589,393,962,0
8279,664,474,942,134,464,574,140,0
8280,848,968,951,488,274,284,895,0
8281,435,792,967,806,516,503,445,0
8282,903,694,313,185,624,455,530,1
8283,767,596,35,779,958,744,887,0
8284,635,753,636,890,962,541,492,0
8285,16,587,470,753,107,586,142,0
8286,363,534,305,902,562,379,643,0
8287,153,44,712,309,271,473,870,0
8288,672,318,428,456,772,557,709,1
8289,844,800,762,810,102,326,844,0
8290,142,937,817,480,830,419,328,1
8291,621,760,758,199,943,602,973,0
8292,105,9,185,290,691,488,371,0
8293,182,275,504,464,907,808,332,1
8294,631,202,398,690,494,742,776,0
8295,339,335,579,329,292,145,287,0
8296,778,834,570,916,777,482,944,1
8297,992,346,276,735,751,724,486,0
8298,392,260,477,326,364,290,669,1
8299,906,673,953,129,642,819,438,0
8300,952,952,731,106,939,33,841,0
8301,989,122,845,119,988,78,436,0
8302,592,957,889,159,101,65,693,1
8303,123,863,988,56,487,632,84,1
8304,566,953,136,690,872,855,900,1
8305,223,655,993,628,82,264,946,1
8306,20,468,211,180,406,707,82,1
8307,811,233,845,892,151,764,869,0
8308,610,989,869,728,506,790,736,1
8309,478,255,910,232,365,635,86,1
8310,572,411,857,753,16,107,545,0
8311,310,57,572,522,909,147,920,1
8312,521,758,481,380,548,685,450,0
8313,825,558,615,645,201,617,254,0
8314,385,936,598,747,81,537,944,0
8315,138,669,97,946,877,714,673,1
8316,144,931,205,788,428,656,742,0
8317,834,549,807,43,288,865,672,0
8318,727,772,957,244,997,431,101,0
8319,983,183,837,441,770,451,21,0
8320,498,423,712,728,20,149,391,0
8321,152,285,225,991,488,402,867,0
8322,356,744,807,738,468,302,839,0
8323,817,343,255,876,679,397,88,1
8324,620,451,700,852,448,783,898,0
8325,447,869,848,535,494,56,798,0
8326,999,213,200,332,196,734,452,1
8327,730,567,860,301,694,921,28,0
8328,404,690,218,820,107,463,118,1
8329,203,477,527,783,443,448,884,1
8330,235,672,796,450,190,823,58,1
8331,690,228,269,888,436,891,305,0
8332,146,113,384,515,607,101,538,0
8333,957,985,937,517,490,336,817,0
8334,357,154,322,334,77,0,598,0
8335,945,694,156,593,527,572,60,1
8336,500,115,415,491,714,485,94,0
8337,191,0,250,966,79,109,745,1
8338,216,549,135,181,212,369,647,0
8339,645,492,136,558,591,541,306,1
8340,128,297,712,165,489,923,885,1
8341,106,656,284,180,317,473,392,1
8342,17,822,320,602,467,56,77,0
8343,597,27,211,303,805,523,977,0
8344,550,393,923,8,411,489,636,1
8345,383,74,598,113,20,872,904,0
8346,978,952,21,667,538,162,130,1
8347,459,594,99,334,158,117,429,0
8348,55,379,629,676,146,568,721,0
8349,94,292,291,981,284,330,770,1
8350,506,854,543,173,518,827,827,0
8351,518,119,499,764,693,863,141,1
8352,211,719,293,651,761,743,622,1
8353,822,658,12,994,447,884,353,1
8354,914,93,346,646,937,985,160,0
8355,167,272,582,326,107,565,304,1
8356,574,51,93,569,218,215,208,1
8357,786,174,842,59,126,362,270,1
8358,352,468,888,424,368,22,52,0
8359,193,831,596,579,571,238,223,0
8360,156,377,645,114,648,196,982,0
8361,533,81,857,956,583,286,126,0
8362,94,436,439,242,817,265,472,0
8363,288,836,634,421,469,266,47,0
8364,819,866,267,641,223,972,486,1
8365,506,628,133,16,749,770,511,1
8366,625,602,572,954,186,393,652,0
8367,906,747,339,697,539,986,619,0
8368,474,908,753,934,455,317,463,1
8369,905,595,899,963,627,407,897,1
8370,472,285,421,874,99,948,403,1
8371,731,521,349,260,604,756,663,0
8372,515,658,887,432,612,790,7,1
8373,903,721,11,331,248,445,298,1
8374,295,744,705,976,177,457,456,1
8375,360,324,408,343,433,705,963,1
8376,544,299,765,485,84,809,692,0
8377,780,887,835,896,642,206,593,0
8378,398,466,456,104,753,517,385,0
8379,821,269,647,516,561,233,906,0
8380,258,923,188,668,24,610,626,1
8381,139,944,180,540,256,375,779,0
8382,165,937,902,91,722,860,303,1
8383,51,633,952,854,115,566,671,0
8384,591,207,362,418,233,676,457,1
8385,977,463,390,834,22,821,546,0
8386,919,884,505,761,700,351,371,1
8387,796,356,321,166,290,179,539,0
8388,777,568,518,4,387,533,411,1
8389,477,377,882,963,938,550,252,1
8390,700,67,496,41,682,2,400,1
8391,494,469,245,772,908,964,570,1
8392,901,604,177,861,285,444,709,1
8393,599,425,789,780,716,667,359,1
8394,383,872,443,725,220,270,146,0
8395,573,302,481,675,659,701,473,0
8396,25,371,427,62,14,181,966,0
8397,955,575,924,131,534,858,293,0
8398,77,10,58,362,196,22,460,1
8399,839,45,946,356,980,919,383,0
8400,760,966,248,763,657,408,887,0
8401,908,766,556,263,454,290,44,1
8402,155,338,376,802,656,15,223,0
8403,941,806,329,147,859,996,682,0
8404,149,887,74,130,277,960,775,0
8405,450,688,42,954,216,136,512,1
8406,148,220,760,943,797,243,644,1
8407,944,981,313,599,60,439,474,0
8408,668,806,541,295,516,334,406,1
8409,190,482,232,459,597,587,408,0
8410,342,957,91,268,55,55,210,1
8411,52,924,236,656,707,640,756,0
8412,555,143,234,530,980,167,972,1
8413,885,315,502,734,619,12,144,0
8414,825,680,325,604,578,833,874,1
8415,535,20,857,284,772,698,763,0
8416,661,402,853,478,923,169,166,0
8417,553,677,99,163,361,610,509,0
8418,998,744,240,102,149,274,530,1
8419,824,303,542,848,771,549,727,0
8420,671,542,233,400,597,464,658,0
8421,558,889,3,888,417,508,430,1
8422,146,813,655,66,534,318,131,0
8423,659,713,973,587,171,594,288,0
8424,570,18,456,804,548,331,692,0
8425,549,40,157,383,244,845,570,0
8426,897,35,238,675,729,577,343,1
8427,775,275,506,318,556,809,988,0
8428,795,576,695,671,894,455,807,1
8429,447,665,993,976,990,54,496,0
8430,232,132,745,190,778,904,913,0
8431,449,224,271,16,435,162,903,1
8432,26,671,473,734,490,510,971,0
8433,913,847,637,541,122,748,574,1
8434,493,166,755,939,962,979,605,1
8435,614,218,785,676,988,750,589,0
8436,880,470,708,886,207,68,92,1
8437,968,457,980,197,914,314,499,0
8438,433,634,252,309,776,873,854,0
8439,653,991,81,389,643,911,162,1
8440,601,540,657,200,479,108,481,1
8441,329,397,401,258,330,586,915,1
8442,907,735,118,494,616,17,517,1
8443,704,683,50,264,288,228,202,1
8444,171,440,0,345,894,905,634,1
8445,104,308,187,884,195,322,802,0
8446,94,282,198,86,321,158,808,1
8447,193,477,715,98,275,230,242,0
8448,210,195,438,832,495,100,651,0
8449,584,801,14,285,646,398,889,0
8450,801,520,277,159,386,543,152,1
8451,736,978,539,121,499,0,527,0
8452,860,889,295,52,938,363,666,1
8453,915,740,479,552,676,259,98,1
8454,109,86,594,124,969,720,761,0
8455,610,796,266,663,728,650,149,0
8456,271,972,85,819,320,430,342,1
8457,752,390,405,413,363,225,513,0
8458,864,516,269,48,745,57,776,1
8459,780,538,945,227,506,660,489,1
8460,10,365,865,671,144,901,996,1
8461,76,19,147,601,731,56,21,0
8462,723,571,179,264,646,991,983,0
8463,721,723,977,833,631,361,813,1
8464,22,115,221,383,950,189,717,0
8465,549,514,308,293,816,930,216,0
8466,262,93,366,447,481,206,659,1
8467,733,267,741,352,277,525,996,0
8468,163,995,600,267,590,261,613,1
8469,194,42,124,609,346,347,757,1
8470,18,253,458,995,733,413,17,0
8471,663,812,205,648,216,138,840,0
8472,788,590,513,361,329,834,165,0
8473,105,954,723,848,61,764,623,1
8474,291,189,487,100,998,527,872,0
8475,409,971,824,227,416,360,990,1
8476,577,960,615,697,948,706,299,0
8477,993,501,913,230,202,953,553,0
8478,565,353,758,488,533,33,503,1
8479,310,20,15,468,390,658,963,1
8480,549,643,204,454,732,872,203,1
8481,280,51,526,315,951,628,65,1
8482,589,714,618,360,155,949,902,1
8483,138,931,734,363,38,658,264,1
8484,249,972,431,583,159,285,911,1
8485,132,739,20,623,480,515,116,0
8486,134,9,554,254,57,296,937,1
8487,790,600,57,602,100,497,154,1
8488,821,365,384,422,645,57,418,1
8489,575,963,221,513,515,942,379,0
8490,934,242,96,238,417,712,135,0
8491,112,48,679,189,19,495,541,0
